"PATRIC","ut30","to30","ut37","to37"
"fig|214675.23.peg.4187",5.694958,0.792319,9.662169,1.874633
"fig|214675.23.peg.4188",49.742355,2.827227,38.369228,4.272144
"fig|214675.23.peg.4189",17.155762,4.104657,12.695004,6.38754
"fig|214675.23.peg.4190",39.713718,4.395307,28.399607,6.57563
"fig|214675.23.peg.4191",15.471554,2.956063,8.465335,3.711112
"fig|214675.23.peg.4192",29.893791,7.602603,10.147238,7.149315
"fig|214675.23.peg.4194",4.042125,1.398808,1.601975,3.744537
"fig|214675.23.peg.4195",11.437373,1.654556,8.11135,3.059386
"fig|214675.23.peg.4196",4.638965,NA,2.369066,1.019341
"fig|214675.23.peg.4197",11.613178,2.965097,10.530666,3.954564
"fig|214675.23.peg.4198",234.010315,40.412399,154.778748,40.535694
"fig|214675.23.peg.4199",1.175701,NA,NA,NA
"fig|214675.23.peg.4200",51.164219,3.157891,34.17654,4.079846
"fig|214675.23.peg.4201",212.210037,62.983364,190.111771,83.402519
"fig|214675.23.peg.4202",260.928741,123.192917,142.231339,142.607483
"fig|214675.23.peg.4203",2.477169,3.707323,1.472574,3.577008
"fig|214675.23.peg.4205",128.94136,14.919429,86.320694,29.536699
"fig|214675.23.peg.4206",56.020248,27.130302,46.226028,52.3409
"fig|214675.23.peg.4207",293.887024,42.274097,226.2995,57.448711
"fig|214675.23.peg.4208",136.898773,15.1738,98.290695,27.70459
"fig|214675.23.peg.4209",281.291687,22.403341,155.73671,27.495668
"fig|214675.23.peg.4210",170.305756,14.306029,87.216293,16.967621
"fig|214675.23.peg.4211",32.274891,6.237017,24.096689,10.537611
"fig|214675.23.peg.4212",534.073364,13.171647,454.206329,25.61886
"fig|214675.23.peg.4213",252.822769,14.057178,21.22694,22.787231
"fig|214675.23.peg.4214",8.803981,5.347575,11.283561,13.711774
"fig|214675.23.peg.4215",88.37468,12.178227,99.75547,39.333744
"fig|214675.23.peg.4216",3.537173,NA,0.742975,0.618267
"fig|214675.23.peg.4217",1.79444,8.402996,2.099937,8.455849
"fig|214675.23.peg.4218",6.969143,3.072414,4.376387,4.884567
"fig|214675.23.peg.4220",5.698349,1.780145,12.20174,4.531585
"fig|214675.23.peg.4221",7.072577,2.905081,7.16857,5.118606
"fig|214675.23.peg.4222",46.505684,3.896034,43.297993,6.116922
"fig|214675.23.peg.4223",17.863958,5.915821,10.23471,12.019114
"fig|214675.23.peg.4224",15.398911,5.044546,11.454657,8.740792
"fig|214675.23.peg.4225",45.659874,3.586927,29.96266,4.443129
"fig|214675.23.peg.4227",1.40839,0.425216,1.597363,0.622212
"fig|214675.23.peg.4228",0.86372,NA,1.074773,NA
"fig|214675.23.peg.4230",25.621124,2.990316,16.302372,3.62732
"fig|214675.23.peg.4231",31.348614,4.164277,28.63479,6.47576
"fig|214675.23.peg.4232",57.1703,6.486363,46.81646,10.529134
"fig|214675.23.peg.4233",0.712364,2.468688,4.823754,3.556947
"fig|214675.23.peg.4234",2.553986,0.922199,9.299987,13.001409
"fig|214675.23.peg.4235",13.630792,3.30252,42.252995,18.020201
"fig|214675.23.peg.4236",11.209187,3.510955,29.194412,15.08322
"fig|214675.23.peg.4237",4.66059,0.599206,15.78696,4.127655
"fig|214675.23.rna.42",87444.679688,90017.992188,133181.90625,103570.179688
"fig|214675.23.peg.4240",9.431088,NA,13.043844,2.195338
"fig|214675.23.peg.4241",13.035351,NA,18.075945,1.444228
"fig|214675.23.peg.4243",6.685662,NA,17.143154,NA
"fig|214675.23.peg.4244",119.50634,2.272755,128.735657,11.736727
"fig|214675.23.peg.4245",0.804815,1.152956,2.827692,9.191854
"fig|214675.23.peg.4247",33.329113,4.667695,37.662392,10.875801
"fig|214675.23.peg.4248",3.02315,1.318961,6.519186,4.319592
"fig|214675.23.peg.4250",8.365667,6.627766,9.930892,11.070034
"fig|214675.23.peg.4251",81.792252,73.065132,60.049164,134.082138
"fig|214675.23.peg.4252",505.266632,46.441452,391.67804,94.136192
"fig|214675.23.peg.4253",403.06192,47.121689,185.967239,80.363068
"fig|214675.23.peg.4254",746.962402,91.777962,409.779114,117.292999
"fig|214675.23.peg.4255",19.29118,4.675823,17.298786,9.069715
"fig|214675.23.peg.4256",93.632393,10.686641,99.498466,22.643835
"fig|214675.23.peg.4257",15.187041,4.982662,14.493593,12.693021
"fig|214675.23.peg.4258",43.320766,3.566967,17.273149,4.837421
"fig|214675.23.peg.4259",34.231213,7.312316,21.98996,8.780499
"fig|214675.23.peg.4260",11.524321,2.999218,17.985144,4.925089
"fig|214675.23.peg.4261",3.244886,2.799686,1.455506,4.186797
"fig|214675.23.peg.4262",10.028661,2.284614,14.100097,5.364526
"fig|214675.23.peg.4263",66.016174,4.396052,52.043961,7.677032
"fig|214675.23.peg.4264",104.93499,3.987412,87.533241,8.209797
"fig|214675.23.peg.4265",38.250446,4.831885,34.975525,8.138854
"fig|214675.23.peg.4266",5.732964,1.033159,2.760359,1.009264
"fig|214675.23.peg.4267",5.919364,1.54686,5.973895,3.221751
"fig|214675.23.peg.4268",12.850961,2.765049,13.573653,4.625771
"fig|214675.23.peg.4269",8.949051,3.858742,8.15895,8.208941
"fig|214675.23.peg.4270",45.504761,22.504017,44.902626,36.418964
"fig|214675.23.peg.4271",14.727429,13.429237,6.148858,13.534998
"fig|214675.23.peg.4272",13.003658,2.011368,6.339993,2.98607
"fig|214675.23.peg.4274",157.818161,30.809959,157.659958,63.458031
"fig|214675.23.peg.4275",161.998581,40.738384,130.295685,71.082634
"fig|214675.23.peg.4276",14.196365,NA,17.404297,0.844787
"fig|214675.23.peg.4277",16.5373,3.103962,4.981435,2.624138
"fig|214675.23.peg.4278",59.678192,6.08105,17.056454,4.956879
"fig|214675.23.peg.4279",2.12339,6.076118,1.771848,6.568803
"fig|214675.23.peg.4280",69.613068,9.550039,35.900455,14.204522
"fig|214675.23.peg.4281",40.06884,5.557054,23.031151,7.388633
"fig|214675.23.peg.4282",20.378839,7.407543,11.804811,5.076135
"fig|214675.23.peg.4283",1628.104248,97.556442,860.720276,95.364296
"fig|214675.23.peg.4284",2.982996,NA,4.717156,1.07188
"fig|214675.23.peg.4285",1.047356,0.689748,NA,0.940569
"fig|214675.23.peg.4287",4.154887,0.492263,8.33871,2.326654
"fig|214675.23.peg.4288",46.855488,1.879688,5.076367,5.273638
"fig|214675.23.peg.4289",89.274651,3.757977,149.922714,12.852845
"fig|214675.23.peg.4290",38.223534,3.593466,50.236664,10.126869
"fig|214675.23.peg.4291",11.488976,2.863317,17.424093,8.528251
"fig|214675.23.peg.4292",24.491831,3.461159,44.855061,10.458909
"fig|214675.23.peg.4293",13.797631,1.839618,14.992547,4.930604
"fig|214675.23.peg.4294",37.708298,2.823173,38.043648,7.624707
"fig|214675.23.peg.4296",21.009113,2.05569,22.300035,5.977641
"fig|214675.23.peg.4297",59.14172,4.062731,87.120667,10.800934
"fig|214675.23.peg.4298",105.817436,4.065856,97.754738,8.52392
"fig|214675.23.peg.4299",40.125046,1.504145,45.902805,4.846135
"fig|214675.23.peg.4300",3.684249,1.371728,5.680251,4.871349
"fig|214675.23.peg.4302",41.15683,3.13312,55.609837,8.398776
"fig|214675.23.peg.4303",18.408379,1.878272,32.978493,4.956707
"fig|214675.23.peg.4305",1.858147,0.882935,3.379783,2.228914
"fig|214675.23.peg.4306",73.857941,4.057867,100.346672,9.332926
"fig|214675.23.peg.4307",59.888611,3.229001,91.937576,9.452074
"fig|214675.23.peg.4308",40.87006,2.913493,69.427353,9.036176
"fig|214675.23.peg.4309",28.947739,3.589494,26.532053,11.428908
"fig|214675.23.peg.4310",111.761711,10.161956,113.302025,25.316509
"fig|214675.23.peg.4311",13.304706,2.422008,22.86932,7.903751
"fig|214675.23.peg.4312",19.365044,1.739554,26.883511,5.643888
"fig|214675.23.peg.4313",14.976256,2.188576,24.099781,7.554778
"fig|214675.23.peg.4314",29.811323,2.093032,56.841484,7.63922
"fig|214675.23.peg.4315",12.323293,3.404543,22.842552,9.97471
"fig|214675.23.peg.4317",3.696903,2.979245,8.77158,12.846924
"fig|214675.23.peg.4318",12.31406,6.647447,34.105518,17.535765
"fig|214675.23.peg.4319",21.161631,2.030546,22.748533,6.172482
"fig|214675.23.peg.4320",46.95805,2.017512,54.47525,7.119546
"fig|214675.23.peg.4321",45.901543,5.0526,73.277412,17.299995
"fig|214675.23.peg.4322",27.870462,4.947077,61.089603,18.654209
"fig|214675.23.peg.4323",107.480896,5.480445,166.260193,17.87603
"fig|214675.23.peg.4324",126.932159,8.326279,275.360168,25.812849
"fig|214675.23.peg.4325",55.00103,3.804582,91.507156,11.984067
"fig|214675.23.peg.4326",73.96328,4.98431,124.218536,16.201803
"fig|214675.23.peg.4327",20.629875,4.253246,33.049679,12.773802
"fig|214675.23.peg.4328",95.169769,5.152784,128.954651,17.748529
"fig|214675.23.peg.4329",96.494598,8.938057,207.331909,32.09343
"fig|214675.23.peg.4330",72.108047,6.663556,140.176132,24.890106
"fig|214675.23.peg.4331",146.648163,7.11412,235.591812,25.414051
"fig|214675.23.peg.4332",1.045091,NA,1.506654,0.387442
"fig|214675.23.peg.4333",837.68866,7.920798,1067.655396,26.705355
"fig|214675.23.peg.4334",58.668888,4.66918,111.923378,16.43865
"fig|214675.23.peg.4335",58.759464,4.158501,67.721069,13.415385
"fig|214675.23.peg.4336",98.212212,10.580743,95.32917,25.756401
"fig|214675.23.peg.4337",180.513626,5.468817,180.217865,21.093664
"fig|214675.23.peg.4338",194.654205,8.962631,375.203705,37.972916
"fig|214675.23.peg.4339",58.501759,5.258193,135.270355,22.689087
"fig|214675.23.peg.4340",229.56189,24.899086,333.587585,59.797188
"fig|214675.23.peg.4341",335.280518,16.990492,456.520325,48.625881
"fig|214675.23.peg.4342",161.51004,9.403244,239.865814,32.558388
"fig|214675.23.peg.4343",96.492104,6.328275,203.376633,21.96616
"fig|214675.23.peg.4344",110.110352,8.522142,157.242569,29.797085
"fig|214675.23.peg.4345",22.656855,3.463841,41.594742,13.409771
"fig|214675.23.peg.4346",309.619232,18.243277,405.937012,45.960083
"fig|214675.23.peg.4347",91.894089,11.515236,159.703735,28.727753
"fig|214675.23.peg.4348",28.147038,5.676183,41.617157,19.421993
"fig|214675.23.peg.4349",15.137314,0.866257,26.431904,5.673257
"fig|214675.23.peg.4350",66.728996,5.345458,146.693283,19.727392
"fig|214675.23.peg.4351",35.568813,8.796638,58.498604,27.874645
"fig|214675.23.peg.4352",95.939438,5.968568,138.286942,17.385475
"fig|214675.23.peg.4353",76.174004,5.190536,164.1866,20.825449
"fig|214675.23.peg.4354",59.081238,5.954733,109.939217,26.806734
"fig|214675.23.peg.4355",84.526665,8.263426,112.737816,31.250456
"fig|214675.23.peg.4356",149.151505,6.935009,287.432251,26.421539
"fig|214675.23.peg.4357",59.734272,10.202074,120.017036,30.211632
"fig|214675.23.peg.4358",49.108685,7.398375,96.233856,25.716496
"fig|214675.23.peg.4359",28.230589,6.73652,84.066841,23.213877
"fig|214675.23.peg.4360",234.21167,13.006808,430.764801,41.065113
"fig|214675.23.peg.4361",59.097286,7.296499,94.773766,19.162336
"fig|214675.23.peg.4362",363.944763,15.870424,439.516418,40.762131
"fig|214675.23.peg.4363",10.153095,9.100799,20.961893,31.290548
"fig|214675.23.peg.4364",131.016968,29.334743,220.164413,103.112396
"fig|214675.23.peg.4365",121.524254,36.051643,172.572403,97.605583
"fig|214675.23.peg.4366",172.245514,13.558084,250.118423,36.359348
"fig|214675.23.peg.4367",1172.233032,35.035374,1294.069702,66.812477
"fig|214675.23.peg.4368",71.108002,9.959908,97.154137,28.346567
"fig|214675.23.peg.4369",348.174225,11.677074,432.582642,30.811758
"fig|214675.23.peg.4370",54.091923,12.685561,96.759285,33.923286
"fig|214675.23.peg.4371",135.301285,23.328249,132.326187,61.649586
"fig|214675.23.peg.4372",166.877121,14.51517,362.643921,42.893902
"fig|214675.23.peg.4373",481.239227,11.953912,692.614685,43.207664
"fig|214675.23.peg.4374",67.182793,5.169299,158.393097,22.264467
"fig|214675.23.peg.4375",35.19751,5.324031,59.591278,25.29607
"fig|214675.23.peg.4376",357.422516,14.17009,506.21051,57.728226
"fig|214675.23.peg.4377",139.888779,11.871172,256.60788,45.408089
"fig|214675.23.peg.4378",176.440598,7.17813,294.790314,29.174572
"fig|214675.23.peg.4379",107.499641,19.165039,161.062775,76.431526
"fig|214675.23.peg.4380",65.730141,6.782459,128.530518,33.837627
"fig|214675.23.peg.4381",26.6276,5.420404,59.543304,32.078098
"fig|214675.23.peg.4382",263.805908,10.087242,494.370483,47.427441
"fig|214675.23.peg.4383",185.162994,7.171129,329.708191,43.034126
"fig|214675.23.peg.4384",38.221233,8.113732,113.520454,35.371243
"fig|214675.23.peg.4385",105.225121,9.761668,226.579361,39.303364
"fig|214675.23.peg.4386",267.298218,9.428752,398.096741,42.758533
"fig|214675.23.peg.4387",64.836975,6.453938,84.04068,14.166559
"fig|214675.23.peg.4388",3.09216,1.159917,2.806447,2.746333
"fig|214675.23.peg.4389",14.86994,0.830209,10.76403,1.989339
"fig|214675.23.peg.4390",68.42009,2.923905,45.376122,4.20046
"fig|214675.23.peg.4391",4.301532,1.889752,2.772751,2.907254
"fig|214675.23.peg.4392",85.772903,4.474625,24.249142,3.799409
"fig|214675.23.peg.4393",74.573799,7.366939,55.826065,13.222145
"fig|214675.23.peg.4394",8.999996,2.615061,15.726493,4.728563
"fig|214675.23.peg.4396",11.67795,3.463872,8.188986,5.289203
"fig|214675.23.peg.4397",45.762314,4.203321,31.027636,8.550385
"fig|214675.23.peg.4398",10.146118,2.143137,11.025784,4.680404
"fig|214675.23.peg.4399",20.290039,1.679995,31.111916,4.412552
"fig|214675.23.peg.4400",18.355572,14.23877,10.088302,18.738504
"fig|214675.23.peg.4401",33.075626,4.835509,24.441132,7.45277
"fig|214675.23.peg.4402",12.523089,0.360585,25.026581,3.300947
"fig|214675.23.peg.4403",37.5182,5.755884,40.518333,12.30396
"fig|214675.23.peg.4406",7.047658,1.346828,4.392912,2.397873
"fig|214675.23.peg.4407",6.357877,2.272447,5.245425,3.182456
"fig|214675.23.peg.4409",272.986633,34.235573,90.322464,28.858995
"fig|214675.23.peg.4410",269.620209,33.302048,103.085098,30.036047
"fig|214675.23.peg.4411",6.0109,2.021023,7.150684,6.906207
"fig|214675.23.peg.4412",18.697906,4.173974,17.974964,4.422547
"fig|214675.23.peg.4413",28.854263,17.895176,20.274057,16.349998
"fig|214675.23.peg.4414",29.762926,13.266485,53.213905,35.870537
"fig|214675.23.peg.4415",7.139448,13.032531,8.278386,39.315094
"fig|214675.23.peg.4416",6.121122,2.638234,14.190669,9.5938
"fig|214675.23.peg.4417",50.853725,13.796831,52.757538,30.243597
"fig|214675.23.peg.4418",4.476665,6.907728,8.761507,27.60111
"fig|214675.23.peg.4419",1.63167,2.214048,2.78778,8.172241
"fig|214675.23.peg.4420",1.129798,1.047446,1.806274,3.776226
"fig|214675.23.peg.4421",112.327545,7.18069,77.086075,14.147591
"fig|214675.23.peg.4422",18.67897,3.18893,30.053101,8.699403
"fig|214675.23.peg.4423",4.074779,1.934065,3.785288,4.115235
"fig|214675.23.peg.4424",14.421552,1.53505,10.598037,3.116082
"fig|214675.23.peg.4426",9.111879,2.508797,13.436069,9.345618
"fig|214675.23.peg.4427",1.177308,NA,1.830319,0.480588
"fig|214675.23.peg.4428",17.943291,1.439594,2.544696,2.070662
"fig|214675.23.peg.4429",460.821991,16.467592,133.456131,10.797334
"fig|214675.23.peg.4430",3.046164,1.749184,3.476855,2.068663
"fig|214675.23.peg.4431",31.238667,6.44247,15.255303,6.481
"fig|214675.23.peg.4432",3.467503,15.825303,59.642067,15.032121
"fig|214675.23.rna.43",3.617066,12.131635,6.856581,16.719997
"fig|214675.23.peg.4434",38.563847,81.487068,21.270779,100.31794
"fig|214675.23.peg.4435",120.680931,14.90578,147.869064,23.137096
"fig|214675.23.peg.4436",36.106163,3.894062,29.04192,10.733064
"fig|214675.23.peg.4437",8.958001,0.545252,2.55155,0.553298
"fig|214675.23.peg.4438",1.240056,0.499589,1.404003,NA
"fig|214675.23.peg.4439",2.259254,1.142404,0.965802,1.575452
"fig|214675.23.peg.4440",1.218339,0.572763,0.73704,0.576311
"fig|214675.23.peg.4441",4.37618,NA,1.463692,0.801145
"fig|214675.23.peg.4442",1.212773,0.458063,1.218183,0.578834
"fig|214675.23.peg.4447",0.684013,0.48017,0.890375,0.552275
"fig|214675.23.peg.4448",0.800922,NA,NA,0.505887
"fig|214675.23.peg.4449",1.397429,0.446171,1.069309,0.373365
"fig|214675.23.peg.4450",1.936481,NA,0.742758,NA
"fig|214675.23.peg.4452",1.013035,0.387386,NA,NA
"fig|214675.23.peg.4453",4.15451,5.161446,2.739442,3.975431
"fig|214675.23.peg.4454",3.440995,2.362716,1.393303,1.302942
"fig|214675.23.peg.4455",4.491051,0.72092,3.04502,0.823984
"fig|214675.23.peg.4456",4.511871,NA,2.668985,NA
"fig|214675.23.peg.4457",3.14952,NA,3.15239,0.378818
"fig|214675.23.peg.4459",3.778558,NA,3.872568,NA
"fig|214675.23.peg.4460",4.184038,NA,3.154977,0.447403
"fig|214675.23.peg.4461",0.843881,0.924163,0.736915,0.77093
"fig|214675.23.peg.4465",3.610395,0.578211,2.059739,0.573915
"fig|214675.23.peg.4466",782.614319,3.593864,317.385498,2.751792
"fig|214675.23.peg.4467",12.115432,5.507526,12.85288,6.48543
"fig|214675.23.peg.4468",1.652184,1.214347,0.807354,2.183358
"fig|214675.23.peg.4471",15.025814,1.778108,7.789664,2.16029
"fig|214675.23.peg.4472",47.355457,11.322354,11.563926,7.971289
"fig|214675.23.peg.4476",22.311625,2.521209,10.161473,2.153883
"fig|214675.23.peg.4477",5.355057,1.138492,4.040037,1.982313
"fig|214675.23.peg.4478",17.35183,5.092866,4.89691,2.753498
"fig|214675.23.peg.4479",35.637897,10.796944,66.085464,4.79468
"fig|214675.23.peg.4480",9.155876,4.240516,5.918064,4.403017
"fig|214675.23.peg.4481",89.388184,27.24539,23.772604,8.714369
"fig|214675.23.peg.4482",27.763138,8.39134,7.121937,6.104353
"fig|214675.23.peg.4483",38.036644,9.99787,7.398339,4.682467
"fig|214675.23.peg.4484",21.001373,6.722618,8.692139,4.458785
"fig|214675.23.peg.4485",71.656525,4.59266,49.377914,6.018181
"fig|214675.23.peg.4486",6.302906,1.212447,4.035536,2.237
"fig|214675.23.peg.4487",7.106616,2.714866,3.527116,1.998708
"fig|214675.23.peg.4488",9.847425,1.437382,11.122831,2.40416
"fig|214675.23.peg.4489",4.421467,NA,3.567503,0.954383
"fig|214675.23.peg.4490",17.772211,2.430439,14.209087,3.363214
"fig|214675.23.peg.4491",39.7985,2.918889,15.767824,1.638201
"fig|214675.23.peg.4492",6.866199,1.93718,2.852983,1.912932
"fig|214675.23.peg.4493",6.519145,1.167606,6.692338,1.815176
"fig|214675.23.peg.4495",79.57798,7.047862,60.086754,10.08949
"fig|214675.23.peg.4496",3.681236,1.145097,5.603985,2.175582
"fig|214675.23.peg.4497",24.857718,7.057033,15.281526,13.200679
"fig|214675.23.peg.4500",14.804043,126.988541,12.821408,101.848282
"fig|214675.23.peg.4501",1.112503,NA,1.066196,NA
"fig|214675.23.peg.4503",0.783147,NA,1.570623,NA
"fig|214675.23.peg.4504",35.59684,2.237958,22.856167,3.78705
"fig|214675.23.peg.4506",4.051477,2.757286,5.372109,8.098403
"fig|214675.23.peg.4507",15.653986,2.051703,22.905668,5.563876
"fig|214675.23.peg.4508",4.044748,1.456671,5.392217,4.433108
"fig|214675.23.peg.4509",11.715848,0.775158,24.854004,4.089282
"fig|214675.23.peg.4510",1.417137,0.359353,1.755622,1.543226
"fig|214675.23.peg.4512",61.909203,4.814958,38.586182,4.157546
"fig|214675.23.peg.4513",8.045566,4.5078,10.815122,14.169593
"fig|214675.23.peg.4515",5.604097,0.670172,5.991407,0.883189
"fig|214675.23.peg.4516",16.294788,1.767589,18.634426,5.239616
"fig|214675.23.peg.4517",1.573136,0.554682,2.510479,1.564703
"fig|214675.23.peg.4518",44.182888,6.191801,15.817504,6.721878
"fig|214675.23.peg.4519",4.605,12.951699,21.480429,42.308655
"fig|214675.23.peg.4520",36.604805,10.086198,39.502064,53.52343
"fig|214675.23.peg.4521",8.327613,3.506107,13.285458,13.460101
"fig|214675.23.peg.4522",27.625,4.965088,21.441135,12.243739
"fig|214675.23.peg.4524",20.768181,15.361459,9.092664,14.237131
"fig|214675.23.peg.4526",1.103239,NA,1.209388,1.478228
"fig|214675.23.rna.44",49.712795,67.908112,29.839638,64.821579
"fig|214675.23.rna.45",54.217377,162.431396,83.23774,186.743973
"fig|214675.23.peg.4527",31.334019,1.326937,41.740059,2.441977
"fig|214675.23.peg.4528",115.71524,12.043615,150.299164,30.197359
"fig|214675.23.peg.4529",55.585098,9.480723,24.559834,16.932037
"fig|214675.23.peg.4530",10.495322,5.822227,11.136906,11.745284
"fig|214675.23.peg.4532",175.746918,44.07373,55.576534,28.979128
"fig|214675.23.peg.4533",78.521439,17.591421,31.536835,16.340908
"fig|214675.23.peg.4534",2.512251,12.595154,1.935294,10.630464
"fig|214675.23.peg.4535",166.584763,18.240011,85.81311,19.009621
"fig|214675.23.peg.4536",33.947659,2.448149,24.116846,3.817385
"fig|214675.23.peg.4537",157.869965,7.516624,86.685165,12.180754
"fig|214675.23.peg.4538",26.68775,4.231895,NA,6.997003
"fig|214675.23.peg.4540",1.226626,2.353763,1.115228,4.205766
"fig|214675.23.peg.4541",209.662216,31.409401,59.535004,13.731609
"fig|214675.23.peg.4543",12.43709,0.545383,7.798597,0.515945
"fig|214675.23.peg.4546",4.733843,1.446455,3.933709,2.255113
"fig|214675.23.peg.4547",7.34556,0.856594,5.53105,0.763316
"fig|214675.23.peg.4548",4.469594,1.113035,2.951285,1.730224
"fig|214675.23.peg.4549",2.156305,1.208012,1.372902,2.058352
"fig|214675.23.peg.4550",29.256723,2.482305,10.808416,1.735987
"fig|214675.23.peg.4552",6.292124,1.824338,3.937612,1.641825
"fig|214675.23.peg.4553",3.042589,1.032096,2.735437,1.42388
"fig|214675.23.peg.4554",36.410194,0.978903,25.686897,1.940564
"fig|214675.23.peg.4555",3.720772,0.351266,2.280791,1.2023
"fig|214675.23.peg.4556",77.806503,2.943145,15.440952,2.391407
"fig|214675.23.peg.4557",35.953362,2.805176,11.123769,2.965084
