"PATRIC","ut30","to30","ut37","to37"
"fig|214675.23.peg.2175",93.840149,17.438021,49.780117,18.296144
"fig|214675.23.peg.2178",3.833354,1.070105,1.418829,1.767553
"fig|214675.23.peg.2179",11.713415,3.392661,7.05606,3.638084
"fig|214675.23.peg.2180",45.206852,2.747399,20.205082,1.664419
"fig|214675.23.peg.2181",2.060825,NA,1.272637,NA
"fig|214675.23.peg.2182",37.054909,8.743797,11.486063,6.70635
"fig|214675.23.peg.2183",7.553344,1.639744,6.758046,3.131896
"fig|214675.23.peg.2184",91.646355,39.842888,45.006519,37.090633
"fig|214675.23.peg.2185",1.150724,1.776875,1.402032,2.741081
"fig|214675.23.peg.2186",14.15807,1.790561,10.642641,2.325082
"fig|214675.23.peg.2187",3.630869,0.545278,4.412074,1.866406
"fig|214675.23.peg.2189",54.11417,4.826335,34.835285,7.338361
"fig|214675.23.peg.2190",3.636915,NA,10.927993,0.470465
"fig|214675.23.peg.2192",94.127571,9.18788,34.75296,6.912915
"fig|214675.23.peg.2193",1.139239,2.443657,NA,2.681374
"fig|214675.23.peg.2194",3.770238,0.845117,2.50994,1.414757
"fig|214675.23.peg.2195",77.425255,4.256487,85.552032,7.116955
"fig|214675.23.peg.2196",168.010864,4.628238,132.672653,7.724219
"fig|214675.23.peg.2197",16.688213,11.966546,12.807428,18.638704
"fig|214675.23.peg.2198",4.293889,1.061995,3.170424,1.411547
"fig|214675.23.peg.2201",5.438215,0.566501,4.22103,0.793623
"fig|214675.23.peg.2204",5.888885,0.882973,2.211244,0.805799
"fig|214675.23.peg.2205",1.496863,0.887491,0.920933,2.774207
"fig|214675.23.peg.2206",140.391205,77.597519,66.71875,128.114883
"fig|214675.23.peg.2207",375.846466,56.882175,302.375641,125.202408
"fig|214675.23.peg.2208",424.203339,55.883045,379.830933,115.661209
"fig|214675.23.peg.2209",1679.530396,57.615944,1583.596924,146.967209
"fig|214675.23.peg.2210",690.089355,51.226982,754.011414,130.152069
"fig|214675.23.peg.2211",138.925781,42.664581,318.539124,95.494446
"fig|214675.23.peg.2212",303.869141,58.62542,179.991119,88.872459
"fig|214675.23.peg.2213",126.394737,15.123238,191.88591,51.143177
"fig|214675.23.peg.2214",172.471786,74.95713,101.090248,167.317719
"fig|214675.23.peg.2215",278.362915,49.251904,295.769623,143.587204
"fig|214675.23.peg.2216",1188.961182,77.809219,1407.893555,187.146515
"fig|214675.23.peg.2217",1335.256226,59.630058,1403.563232,167.483963
"fig|214675.23.peg.2218",1882.304443,70.500092,2046.140625,151.966461
"fig|214675.23.peg.2219",267.645599,54.404095,194.072693,131.177322
"fig|214675.23.peg.2220",451.393982,109.402771,336.191498,236.284409
"fig|214675.23.peg.2221",156.665405,51.723106,208.628845,133.613983
"fig|214675.23.peg.2222",110.087814,56.301205,72.511444,106.517776
"fig|214675.23.peg.2223",478.371185,32.946228,452.787231,86.513
"fig|214675.23.peg.2224",1234.552124,49.702099,1011.666992,120.073074
"fig|214675.23.peg.2225",143.111389,68.615356,127.501122,140.183762
"fig|214675.23.peg.2226",597.25061,59.029041,578.287659,163.791092
"fig|214675.23.peg.2227",283.108582,57.651035,324.938904,163.589676
"fig|214675.23.peg.2228",245.05542,39.952351,382.385406,114.939949
"fig|214675.23.peg.2229",121.449715,35.054188,134.57692,124.552063
"fig|214675.23.peg.2230",79.168861,40.09882,107.132805,131.118118
"fig|214675.23.peg.2231",26.897123,45.677975,45.883369,150.02507
"fig|214675.23.peg.2232",23.709082,27.549772,34.625298,88.260826
"fig|214675.23.peg.2233",542.157959,85.360474,497.421722,238.586685
"fig|214675.23.peg.2234",465.986542,179.013657,524.502197,362.158997
"fig|214675.23.peg.2235",1516.102905,174.22467,1156.413208,354.943176
"fig|214675.23.peg.2236",36.122246,9.28714,39.810745,21.946203
"fig|214675.23.peg.2237",20.15321,6.763955,7.902871,5.63753
"fig|214675.23.peg.2238",27.302982,6.108935,9.286469,6.932269
"fig|214675.23.peg.2239",4.304502,0.508502,3.836302,1.318315
"fig|214675.23.peg.2240",1.1217,NA,0.805635,NA
"fig|214675.23.peg.2242",10.366879,1.058452,4.574847,1.175836
"fig|214675.23.peg.2246",0.856927,NA,NA,NA
"fig|214675.23.peg.2247",1.26995,0.859112,0.652661,1.954737
"fig|214675.23.peg.2248",122.240524,5.859977,115.639633,11.34638
"fig|214675.23.peg.2249",5.047585,0.938411,4.836244,1.686209
"fig|214675.23.peg.2250",2.321021,1.002995,0.722043,1.954147
"fig|214675.23.peg.2251",5.758711,0.955004,14.467764,3.785018
"fig|214675.23.peg.2252",33.034492,NA,92.824554,0.945142
"fig|214675.23.peg.2253",177.552765,21.28973,134.936691,35.913433
"fig|214675.23.peg.2254",10.682816,2.144935,6.614543,2.814651
"fig|214675.23.peg.2256",217.899689,80.740631,50.545185,41.17548
"fig|214675.23.peg.2257",1.292858,0.542128,0.972414,1.173527
"fig|214675.23.peg.2259",22.57864,17.879723,21.796562,54.557011
"fig|214675.23.peg.2260",4.510612,6.283129,3.400778,5.868207
"fig|214675.23.peg.2261",5.176672,8.334489,4.467684,8.48925
"fig|214675.23.rna.22",103.165573,640.986755,65.983505,643.778992
"fig|214675.23.rna.23",142.479645,263.134613,249.937683,404.890442
"fig|214675.23.peg.2262",83.679283,34.314678,147.450943,92.488808
"fig|214675.23.peg.2263",134.382919,23.038729,105.026169,45.013107
"fig|214675.23.peg.2264",2714.914551,32.876347,3585.870361,84.429634
"fig|214675.23.peg.2265",809.411194,64.231384,512.810364,125.56871
"fig|214675.23.peg.2266",290.814941,59.580856,224.125916,108.089249
"fig|214675.23.peg.2267",4451.343262,171.166702,114.986038,246.578461
"fig|214675.23.peg.2268",213.027817,63.218147,NA,149.315918
"fig|214675.23.peg.2269",236.723358,68.386391,3.420563,136.756104
"fig|214675.23.peg.2270",54.224937,10.056838,53.208897,15.817779
"fig|214675.23.peg.2271",825.134705,50.61425,1827.289307,144.502777
"fig|214675.23.peg.2272",563.848633,64.689125,499.745514,163.639572
"fig|214675.23.peg.2273",3.533139,0.528883,10.064897,2.885315
"fig|214675.23.peg.2275",2.537967,0.41533,2.171213,1.530279
"fig|214675.23.peg.2276",14.896258,2.738257,8.033302,5.429471
"fig|214675.23.peg.2277",950.222473,17.793133,354.550568,21.326788
"fig|214675.23.peg.2278",296.364594,58.297348,181.324997,94.872284
"fig|214675.23.peg.2279",119.95784,96.225464,46.757133,119.178619
"fig|214675.23.peg.2280",75.620026,7.363857,57.163048,13.002434
"fig|214675.23.peg.2281",114.365784,16.980228,73.123878,17.320873
"fig|214675.23.peg.2282",27.436493,5.066377,23.03013,11.968592
"fig|214675.23.peg.2285",39.726704,30.126451,17.166649,24.898016
"fig|214675.23.peg.2286",21.632229,3.401557,14.511854,5.693082
"fig|214675.23.peg.2287",45.645454,6.090029,26.222141,11.198068
"fig|214675.23.peg.2288",38.812653,5.5628,27.588081,9.492971
"fig|214675.23.peg.2289",3.255196,4.203064,4.511214,7.676096
"fig|214675.23.peg.2290",2.029796,1.882248,1.622042,4.862553
"fig|214675.23.peg.2291",241.28064,58.390739,51.740376,32.754589
"fig|214675.23.peg.2292",87.864548,7.191968,58.611988,9.15439
"fig|214675.23.peg.2294",114.072075,23.482748,40.867802,33.326664
"fig|214675.23.peg.2295",0.702969,0.466661,NA,NA
"fig|214675.23.peg.2296",88.483734,4.930694,21.540905,2.147009
"fig|214675.23.peg.2297",6.458017,1.826525,5.219728,2.146916
"fig|214675.23.peg.2298",4.353167,1.597242,1.302699,0.754639
"fig|214675.23.peg.2301",1.274493,NA,NA,NA
"fig|214675.23.peg.2302",1.527168,3.704024,NA,1.693191
"fig|214675.23.peg.2304",10.390727,2.648446,6.715135,2.495887
"fig|214675.23.peg.2306",352.01947,40.508587,279.530212,24.035252
"fig|214675.23.peg.2307",1199.617432,121.439346,541.993408,96.60955
"fig|214675.23.peg.2308",6203.101562,233.456696,1204.846313,203.379074
"fig|214675.23.peg.2309",665.127747,33.587887,453.543152,68.700203
"fig|214675.23.peg.2311",21.612749,3.105575,17.060139,5.523573
"fig|214675.23.peg.2316",110.695251,13.328269,27.926868,7.93152
"fig|214675.23.peg.2317",13.423823,1.452374,14.648086,2.1849
"fig|214675.23.peg.2318",27.783682,5.748416,13.570421,5.858359
"fig|214675.23.rna.24",805.975403,65.228836,740.468994,65.288078
"fig|214675.23.rna.25",752.158081,103.694626,585.60144,128.836197
"fig|214675.23.peg.2320",66.316505,15.400615,29.363077,13.388271
"fig|214675.23.peg.2321",204.804337,17.595179,66.442307,12.275703
"fig|214675.23.peg.2322",3.961443,18.56921,NA,12.83011
"fig|214675.23.peg.2323",2.531021,1.139194,1.583548,1.599799
"fig|214675.23.peg.2324",47.350033,4.347315,16.078133,3.257172
"fig|214675.23.peg.2325",34.684273,10.361371,14.55384,11.144227
"fig|214675.23.peg.2327",49.050884,6.413726,11.921259,2.981237
"fig|214675.23.peg.2328",155.34166,7.403396,43.081242,3.905776
"fig|214675.23.peg.2329",85.235695,5.433654,25.058353,2.975802
"fig|214675.23.peg.2330",61.176331,6.858682,12.438723,4.776342
"fig|214675.23.peg.2331",1.133098,NA,0.718677,NA
"fig|214675.23.peg.2332",1.144732,1.7523,1.03986,2.035871
"fig|214675.23.peg.2334",97.560387,26.345144,52.085258,22.35865
"fig|214675.23.peg.2335",44.553974,33.732414,16.487289,27.670746
"fig|214675.23.peg.2336",1.151626,1.445093,1.654307,2.805555
"fig|214675.23.peg.2337",21.280247,4.008291,14.780555,4.84459
"fig|214675.23.peg.2338",97.390923,5.857271,92.423981,8.73243
"fig|214675.23.peg.2339",7.771424,1.807408,11.279609,5.366532
"fig|214675.23.peg.2340",7.70537,2.559736,6.122331,6.247576
"fig|214675.23.peg.2341",14.461618,14.102378,5.289643,15.50855
"fig|214675.23.peg.2342",5.199349,1238.971191,3.505245,172.064392
"fig|214675.23.peg.2343",16.736113,4.286052,19.408054,6.437751
"fig|214675.23.peg.2344",42.969563,4.459423,29.714235,8.341603
"fig|214675.23.peg.2345",266.525604,65.913673,43.856045,NA
"fig|214675.23.peg.2346",6.340216,3.452789,4.118988,4.109441
"fig|214675.23.peg.2348",2.799122,0.935324,1.128562,0.672146
"fig|214675.23.peg.2349",6.425364,1.252485,4.848107,1.919537
"fig|214675.23.peg.2350",20.370943,3.179998,12.000215,4.000042
"fig|214675.23.peg.2351",364.424561,18.899788,244.95697,22.227104
"fig|214675.23.peg.2352",45.499031,34.747013,14.767095,25.241636
"fig|214675.23.peg.2353",2.054997,0.713123,1.312731,0.92007
"fig|214675.23.peg.2354",14.946163,1.797605,8.096539,2.548869
"fig|214675.23.peg.2355",7.273749,0.450313,1.216729,0.704999
"fig|214675.23.peg.2356",12.783137,2.370552,7.298842,3.069011
"fig|214675.23.peg.2358",4.315987,NA,4.313324,0.543231
"fig|214675.23.peg.2359",5.404498,1.866326,8.808415,7.70274
"fig|214675.23.peg.2361",0.76103,NA,5.782048,1.824535
"fig|214675.23.peg.2362",75.44619,2.986576,67.668541,3.879493
"fig|214675.23.peg.2363",42.745533,18.493032,25.938005,23.415037
"fig|214675.23.peg.2364",120.679382,13.143436,67.161438,15.924654
"fig|214675.23.peg.2365",3.957506,3.651982,2.679422,3.687831
"fig|214675.23.peg.2366",101.185699,6.675599,33.974361,6.73533
"fig|214675.23.peg.2367",132.140976,4.303932,63.316246,3.723228
"fig|214675.23.peg.2368",9.221863,16.308632,4.751623,18.998127
"fig|214675.23.peg.2369",71.415749,36.079266,26.216661,33.154968
"fig|214675.23.peg.2370",67.191994,18.1259,37.006718,31.188051
"fig|214675.23.peg.2371",67.028809,3.208953,60.604088,8.044239
"fig|214675.23.peg.2372",3.987854,8.437041,10.011063,14.177382
"fig|214675.23.peg.2373",14.572439,8.416979,14.761868,12.464831
"fig|214675.23.peg.2374",5.861528,6.33042,16.528641,7.711287
"fig|214675.23.peg.2377",1.933177,0.491165,2.923819,1.438447
"fig|214675.23.peg.2378",4.025298,1.368013,2.909954,2.668085
"fig|214675.23.peg.2379",12.872875,3.618968,8.467594,3.744138
"fig|214675.23.peg.2380",37.697239,6.108905,36.430817,8.705939
"fig|214675.23.peg.2381",39.349655,2.69379,30.373281,6.5849
"fig|214675.23.peg.2383",23.548512,2.947323,15.9112,3.958229
"fig|214675.23.peg.2384",22.090275,3.19767,17.367931,4.139405
"fig|214675.23.peg.2385",67.63102,4.99114,43.321892,5.498331
"fig|214675.23.peg.2386",244.265198,8.377031,159.973877,8.544801
"fig|214675.23.peg.2387",279.770081,11.276072,149.868057,13.001004
"fig|214675.23.peg.2388",25.759079,4.954423,7.912021,6.53932
"fig|214675.23.peg.2389",1532.001465,105.563873,267.063721,57.808357
"fig|214675.23.peg.2390",0.733354,2.024935,1.108099,5.491335
"fig|214675.23.peg.2391",3.486979,0.669261,1.790048,1.368527
"fig|214675.23.peg.2394",12.527738,18.536701,4.137525,14.35822
"fig|214675.23.peg.2397",74.201401,3.64749,35.726601,3.80795
"fig|214675.23.peg.2398",221.571457,25.444035,213.26091,29.882729
"fig|214675.23.peg.2399",471.405487,40.197647,280.475586,47.886791
"fig|214675.23.peg.2400",319.683624,110.8629,180.421692,62.189964
"fig|214675.23.peg.2401",312.283142,12.318598,177.582855,17.309841
"fig|214675.23.peg.2402",40.811291,8.381452,9.931372,6.678636
"fig|214675.23.peg.2403",4.321434,1.222425,3.953326,2.888993
"fig|214675.23.peg.2404",28.976826,1.986749,36.710175,6.134917
"fig|214675.23.peg.2405",12.403448,5.990022,14.005959,11.710592
"fig|214675.23.peg.2406",50.67231,4.440987,40.646084,11.093042
"fig|214675.23.peg.2407",123.895813,10.062297,126.382614,16.714611
"fig|214675.23.peg.2409",79.770859,24.90836,22.27787,16.279024
"fig|214675.23.peg.2410",5.002722,NA,3.159335,0.397638
"fig|214675.23.peg.2411",1.855492,0.615426,1.386152,0.436624
"fig|214675.23.peg.2412",0.808704,NA,NA,NA
"fig|214675.23.peg.2415",48.996716,1.5511,17.004822,2.025668
"fig|214675.23.peg.2416",0.692281,0.474884,0.709688,0.96858
"fig|214675.23.peg.2417",1.283387,1.622929,0.988501,2.185671
"fig|214675.23.peg.2418",2.261662,1.047848,2.507424,2.415856
"fig|214675.23.peg.2419",1.395831,0.998078,2.405742,2.743189
"fig|214675.23.peg.2420",9.543816,1.755436,5.058877,3.08515
"fig|214675.23.peg.2421",58.453205,6.500581,160.476608,44.481361
"fig|214675.23.peg.2422",34.578506,84.788681,16.203178,57.002869
"fig|214675.23.peg.2425",0.710295,NA,2.349046,2.358476
"fig|214675.23.peg.2426",143.367538,25.06991,96.898949,51.924549
"fig|214675.23.peg.2427",14.240227,18.40122,19.910183,28.590824
"fig|214675.23.peg.2428",44.202072,1.403223,91.736092,4.350948
"fig|214675.23.peg.2429",3.637649,6.806019,3.661829,7.569467
"fig|214675.23.peg.2430",4.947495,2.438939,3.536389,3.907672
"fig|214675.23.peg.2431",45.79562,5.207526,64.101204,15.844935
"fig|214675.23.peg.2434",6.250292,0.594873,6.879696,0.735392
"fig|214675.23.peg.2435",8.682693,2.147206,5.988244,3.392263
"fig|214675.23.peg.2436",5.453199,4.188679,2.468373,4.745029
"fig|214675.23.peg.2437",16.6066,6.594267,8.401844,6.801205
"fig|214675.23.peg.2439",163.266403,89.976387,191.604553,139.270523
"fig|214675.23.peg.2440",194.768051,54.743065,167.743042,96.585281
"fig|214675.23.peg.2441",19.6998,37.409588,25.984911,75.75087
"fig|214675.23.peg.2442",15.879856,2.631037,10.406893,3.872844
"fig|214675.23.peg.2443",34.410172,2.619103,8.069189,4.181092
"fig|214675.23.peg.2444",149.697998,3.014129,74.027039,3.581247
"fig|214675.23.peg.2445",33.998547,2.234135,32.034573,3.443428
"fig|214675.23.peg.2446",10.901009,0.808769,11.511211,1.876276
"fig|214675.23.peg.2447",30.431849,16.232513,30.197256,27.139132
"fig|214675.23.peg.2448",12.383052,2.244008,9.41625,4.450815
"fig|214675.23.peg.2449",24.623371,16.154453,15.833687,13.580636
"fig|214675.23.peg.2450",31.501919,6.803843,36.246067,18.581446
"fig|214675.23.peg.2451",2.090505,NA,4.730282,0.658398
"fig|214675.23.peg.2452",1.341041,2.706535,1.45175,3.877718
"fig|214675.23.peg.2453",20.401077,4.731019,12.113938,6.176709
"fig|214675.23.peg.2454",52.779369,2.891678,26.21203,3.657439
"fig|214675.23.peg.2455",27.898701,4.092629,10.011726,4.989459
"fig|214675.23.peg.2456",59.019173,0.668146,35.342133,1.67402
"fig|214675.23.peg.2457",120.788284,8.446648,48.887299,9.924253
"fig|214675.23.peg.2458",8.994056,1.455568,7.556903,1.951671
"fig|214675.23.peg.2461",668.03656,397.174103,181.394608,542.327332
"fig|214675.23.peg.2462",405.741699,24.345482,189.455841,35.381561
"fig|214675.23.peg.2463",7.850794,2.311747,9.219201,5.092928
"fig|214675.23.peg.2464",6.133489,5.09215,4.127372,7.605536
"fig|214675.23.peg.2465",22.781303,20.199387,10.80755,28.629055
"fig|214675.23.peg.2466",66.505707,6.012564,49.403992,9.805636
"fig|214675.23.peg.2467",50.238213,70.332222,34.964943,116.580666
"fig|214675.23.peg.2468",373.117859,21.305115,364.295105,40.459698
"fig|214675.23.peg.2469",166.065292,30.945042,111.602173,56.880169
"fig|214675.23.peg.2470",85.039436,6.489279,143.759872,21.874413
"fig|214675.23.peg.2471",27.459433,2.880211,19.663057,5.187824
"fig|214675.23.peg.2473",18.760187,8.856411,10.313615,8.264886
"fig|214675.23.peg.2476",11.720865,4.431283,13.785919,7.173243
"fig|214675.23.peg.2477",32.605331,4.697133,30.10714,6.557243
"fig|214675.23.peg.2478",60.498512,5.380017,47.459068,9.785021
"fig|214675.23.peg.2479",131.242279,106.509468,61.597507,141.83725
"fig|214675.23.peg.2481",16.680271,18.186949,8.521064,23.414707
"fig|214675.23.peg.2482",69.3461,2.36697,58.692577,3.108079
"fig|214675.23.peg.2484",17.70174,2.710072,8.923325,3.074879
"fig|214675.23.peg.2485",1.056703,NA,0.705344,NA
"fig|214675.23.peg.2486",0.841985,0.441166,0.75076,0.539651
"fig|214675.23.peg.2487",7.763618,1.063389,6.097915,1.358097
"fig|214675.23.peg.2488",2.738854,0.579131,1.862352,1.25082
"fig|214675.23.peg.2489",59.870335,721.388611,45.413612,710.263855
"fig|214675.23.peg.2490",91.802963,3.652567,34.660751,2.466099
"fig|214675.23.peg.2491",423.395813,922.143005,169.582428,631.847412
"fig|214675.23.peg.2492",104.579842,123.132126,70.169189,89.944138
"fig|214675.23.peg.2494",5.507532,2.420354,3.355573,5.002854
"fig|214675.23.peg.2495",9.580784,1.450412,12.673206,3.763208
"fig|214675.23.peg.2497",2.853719,0.532388,4.226107,5.398916
"fig|214675.23.peg.2498",10.341585,0.391825,32.001858,4.553724
"fig|214675.23.peg.2499",8.25023,1.175146,6.232558,1.741861
"fig|214675.23.peg.2500",10.759755,1.269351,11.638346,2.490009
"fig|214675.23.peg.2501",125.010223,13.608246,70.232979,17.544054
"fig|214675.23.peg.2502",42.134598,13.439452,17.480837,16.134655
"fig|214675.23.peg.2503",47.10989,13.99469,16.614637,14.660001
"fig|214675.23.peg.2504",69.880066,5.309696,44.412632,9.714428
"fig|214675.23.peg.2505",2.320509,1.661455,0.902222,2.29875
"fig|214675.23.peg.2507",110.190506,12.278369,8.580602,2.500342
"fig|214675.23.peg.2508",41.340622,9.138194,1.705423,1.157035
"fig|214675.23.rna.26",2323.149414,106.331627,2526.313232,179.207962
"fig|214675.23.peg.2511",9.854508,3.83582,8.850743,5.601181
"fig|214675.23.rna.27",894.976746,4.158484,920.4505,5.028076
"fig|214675.23.peg.2513",11.623355,4.267396,10.643918,8.604617
"fig|214675.23.peg.2515",6.226351,1.159046,12.315088,3.683617
"fig|214675.23.peg.2516",7.542751,1.568637,7.272805,3.014089
"fig|214675.23.peg.2517",45.500439,3.277379,55.714905,8.246606
"fig|214675.23.peg.2518",1.162459,1.743013,1.065945,4.207011
"fig|214675.23.peg.2519",35.100998,13.162202,24.457384,19.817192
"fig|214675.23.peg.2520",177.218323,8.174256,89.09024,8.810678
"fig|214675.23.peg.2521",118.50753,13.797789,102.01638,16.864754
"fig|214675.23.peg.2522",3.289285,NA,2.65397,1.156176
"fig|214675.23.peg.2523",25.838003,20.551311,13.75778,34.445759
"fig|214675.23.peg.2524",9.340547,3.385624,9.808985,7.185895
"fig|214675.23.peg.2525",28.337828,6.859021,24.952478,13.624758
"fig|214675.23.peg.2526",179.06572,13.19369,154.518814,28.337994
"fig|214675.23.peg.2527",24.927061,7.519464,16.846296,6.647089
"fig|214675.23.peg.2529",2.123986,0.908556,3.130701,2.22294
"fig|214675.23.peg.2530",5.587401,1.203107,3.010584,1.281158
"fig|214675.23.peg.2531",20.313808,2.551312,14.592122,3.252581
"fig|214675.23.peg.2532",9.864673,1.97816,7.003755,2.630286
"fig|214675.23.peg.2533",2.53847,0.541783,5.274093,0.462201
"fig|214675.23.peg.2534",6.807863,0.617421,8.415963,1.302794
"fig|214675.23.peg.2535",57.281578,4.266691,42.608768,8.904404
"fig|214675.23.peg.2536",6.849831,1.57435,8.237089,3.326029
"fig|214675.23.peg.2537",71.472801,9.249928,46.400299,12.802984
"fig|214675.23.peg.2538",36.640442,12.064598,22.2743,16.340483
"fig|214675.23.peg.2539",1.706171,0.93732,1.482897,1.546907
"fig|214675.23.peg.2540",1.703367,NA,11.265511,2.15702
"fig|214675.23.peg.2541",2.421281,1.05906,6.020448,6.452201
"fig|214675.23.peg.2542",5.808423,1.281281,5.207201,1.7895
"fig|214675.23.peg.2543",4.438872,1.697774,4.676196,2.929497
"fig|214675.23.peg.2544",21.451473,15.501165,7.434342,11.517122
"fig|214675.23.peg.2546",36.09145,1.973637,32.706665,4.296519
"fig|214675.23.peg.2547",5.331663,1.414082,5.203554,2.953285
"fig|214675.23.peg.2548",2.756628,1.247861,2.648791,3.570028
"fig|214675.23.peg.2549",4.219476,0.697568,5.416574,1.667153
"fig|214675.23.peg.2550",2.695103,8.226249,5.650168,27.931475
"fig|214675.23.peg.2551",47.295475,8.584762,43.040863,29.021244
"fig|214675.23.peg.2552",96.851974,18.133495,107.530487,39.991844
"fig|214675.23.peg.2553",19.602219,6.460388,32.209408,14.775745
"fig|214675.23.peg.2554",22.290373,6.819771,45.2253,18.534611
"fig|214675.23.peg.2555",89.204872,7.266209,75.775116,12.097939
"fig|214675.23.peg.2556",6.373521,4.025384,7.122894,9.618163
"fig|214675.23.peg.2557",11.967848,4.565994,12.556933,8.797757
"fig|214675.23.peg.2558",11.735431,19.226126,5.551842,24.592175
"fig|214675.23.peg.2559",231.418991,66.477425,93.662552,84.28614
"fig|214675.23.peg.2560",391.500641,15.024221,283.234619,21.060116
"fig|214675.23.peg.2561",132.486694,17.310844,55.486977,22.3554
"fig|214675.23.peg.2562",322.168823,24.324175,161.649673,27.969362
"fig|214675.23.peg.2563",9.635826,9.799472,23.064178,11.541929
"fig|214675.23.peg.2564",12.733501,5.153688,6.283252,1.681036
"fig|214675.23.peg.2565",257.450989,45.074528,82.238388,53.891376
"fig|214675.23.peg.2566",3.900851,2.098898,2.76596,5.134577
"fig|214675.23.peg.2567",3.688202,0.919437,4.404461,1.722102
"fig|214675.23.peg.2568",28.175636,18.283381,16.659821,21.336641
"fig|214675.23.peg.2569",10.476279,3.627504,27.803846,8.632337
"fig|214675.23.peg.2570",1.14608,1.465637,1.053408,3.98547
"fig|214675.23.peg.2571",1.210798,0.361105,1.88393,0.835187
"fig|214675.23.rna.28",1.052301,0.658925,4.601959,2.498926
"fig|214675.23.peg.2572",0.967786,NA,0.783354,0.840441
"fig|214675.23.peg.2573",4.942369,NA,2.614432,0.94185
"fig|214675.23.peg.2574",2.464581,0.820414,3.007491,0.719535
"fig|214675.23.peg.2575",1.673245,0.621872,1.046277,1.184626
"fig|214675.23.peg.2576",4.021815,1.822091,3.64797,2.362748
"fig|214675.23.peg.2577",4.594274,7.826823,4.083303,4.584537
"fig|214675.23.peg.2578",272.383667,51.550365,104.913773,38.970314
"fig|214675.23.peg.2579",2.565811,NA,4.102194,1.510789
"fig|214675.23.peg.2580",2.804932,6.113673,6.939105,21.314526
"fig|214675.23.peg.2581",1.88039,1.157335,2.203795,1.217026
"fig|214675.23.peg.2583",0.973166,NA,0.982245,NA
"fig|214675.23.peg.2584",0.998641,NA,0.662034,0.457681
"fig|214675.23.peg.2585",12.720454,2.176871,6.812438,1.906367
"fig|214675.23.peg.2586",1.083799,NA,3.355631,0.799978
"fig|214675.23.peg.2589",8.523617,1.524874,9.096699,8.064505
"fig|214675.23.peg.2590",18.432627,3.050614,17.698071,5.263833
"fig|214675.23.peg.2591",10.082699,3.771707,10.005141,7.003328
"fig|214675.23.peg.2592",26.020002,4.441993,24.294523,9.977297
"fig|214675.23.peg.2593",531.779663,342.936951,140.14476,440.279114
"fig|214675.23.peg.2595",46.022877,18.037622,104.241241,148.880341
"fig|214675.23.peg.2596",1.865971,0.710706,1.18109,0.685271
"fig|214675.23.peg.2598",2.273455,1.026913,1.692436,0.870365
"fig|214675.23.peg.2599",2.143173,0.458504,1.267701,0.462815
"fig|214675.23.peg.2600",23.734472,1.375015,31.190577,2.175938
"fig|214675.23.peg.2601",11.813848,2.219577,10.416943,2.403184
"fig|214675.23.peg.2602",90.211708,21.738127,31.798193,23.279182
"fig|214675.23.peg.2603",411.86734,38.537289,288.703308,49.078735
"fig|214675.23.peg.2604",517.607666,20.593927,395.052673,39.586418
"fig|214675.23.peg.2605",3.773327,1.077611,4.430129,3.640724
"fig|214675.23.peg.2606",51.042133,5.95449,44.357334,10.196881
"fig|214675.23.peg.2607",95.630348,12.013692,63.373131,19.557417
"fig|214675.23.peg.2608",1.782397,1.115719,2.302332,1.234496
"fig|214675.23.peg.2609",1.148935,1.366125,1.401419,1.296718
"fig|214675.23.peg.2610",15.229731,3.067632,9.848783,3.165082
"fig|214675.23.peg.2611",94.24649,6.245698,42.67926,6.102611
"fig|214675.23.peg.2612",2.035445,0.50558,1.607269,0.728589
"fig|214675.23.peg.2613",2.424162,0.507626,2.032049,0.754523
"fig|214675.23.peg.2614",12.177338,2.44443,5.931711,2.258869
"fig|214675.23.peg.2615",1.143765,0.385722,0.639901,0.474086
"fig|214675.23.peg.2616",1.016632,NA,NA,NA
"fig|214675.23.peg.2617",11.877426,0.840316,3.643428,0.534039
"fig|214675.23.peg.2618",1.317817,NA,NA,NA
"fig|214675.23.peg.2619",6.062984,0.642472,1.962743,NA
"fig|214675.23.peg.2620",23.43055,1.473184,6.986994,0.988232
"fig|214675.23.peg.2621",16.979149,2.091023,5.594556,1.50103
"fig|214675.23.peg.2623",11.429914,2.544307,2.939597,1.666247
"fig|214675.23.peg.2624",1.890367,0.582526,1.167523,0.819979
"fig|214675.23.peg.2625",47.415371,2.971334,25.448183,3.463959
"fig|214675.23.peg.2626",203.931107,8.452723,59.130833,9.231079
"fig|214675.23.peg.2627",147.312988,11.564445,59.29652,11.279803
"fig|214675.23.peg.2628",27.685507,1.969754,12.361466,1.84927
"fig|214675.23.peg.2629",71.175209,8.780767,40.254665,7.713582
"fig|214675.23.peg.2630",6.160535,6.453761,1.262818,5.722456
"fig|214675.23.peg.2631",1.186281,1.957888,1.006698,1.751549
"fig|214675.23.peg.2632",30.07618,2.519652,4.801739,1.491536
"fig|214675.23.peg.2633",23.3521,0.695754,7.646043,NA
"fig|214675.23.peg.2636",27.786486,7.601688,24.631657,16.298231
"fig|214675.23.peg.2637",2.578701,NA,3.473263,NA
"fig|214675.23.peg.2638",12.861755,4.858896,12.528923,8.237803
"fig|214675.23.peg.2639",26.174397,3.867892,25.011515,7.705118
"fig|214675.23.peg.2640",60.823929,34.049202,32.999744,31.189951
