lic:LIC_13358	0.52
lic:LIC_13366	13.88
lil:LA_4216	110.06
lil:LA_4217	17.63
lil:LA_4218	23.52
lil:LA_4219	49.65
lil:LA_4220	56.63
lil:LA_4221	37.83
mhi:Mhar_1198	412.14
lil:LA_4242	138.75
laj:A0128_18850	69.67
lic:LIC_13397	33.92
lic:LIC_13399	23.19
tbz:BK011_03200	23.46
lic:LIC_13404	28.84
lil:LA_4255	13.53
lil:LA_4261	4.31
thig:FE785_09965	54.43
lil:LA_4266	55.95
hala:Hrd1104_02780	15.51
tsc:TSC_c14200	9.56
tth:TT_C0815	5.48
lic:LIC_13433	55.75
lil:LA_4295	1.92
lic:LIC_13442	17.38
sld:T261_0279	18.99
lic:LIC_13469	7.59
azr:CJ010_18915	58.58
lil:LA_4330	4.06
fva:FV113G1_16900	17.23
ceu:A7L45_06245	99.84
whe:EFA59_08055	34.33
lil:LA_4360	33.14
lic:LIC_20002	93.84
bcoh:BC6307_04420	16.75
lil:LB_011	114.52
lic:LIC_20010	61.78
lic:LIC_20011	136.74
sat:SYN_00875	42.57
lil:LB_016	48.16
lil:LB_017	92.19
lic:LIC_20017	37.71
lic:LIC_20018	10.11
ter:Tery_3252	19.09
bgf:BC1003_5327	24.62
phc:BBI08_16515	157.17
lyj:FKV23_08795	81.21
mbs:MRBBS_2005	171.02
shv:AAT16_01780	60.59
tpz:Tph_c17350	25.53
pcay:FRD00_27810	98.29
vbr:A6E01_18825	23.53
lil:LB_074	130.38
lil:LB_079	43.67
lil:LB_082	90.93
ipo:Ilyop_2170	371.36
dat:HRM2_10850	24.95
roo:G5S37_20100	13.26
lil:LB_086	25.45
pof:GS400_07980	41.27
lil:LB_093	127.23
lic:LIC_20075	61.0
wfu:AXE80_12400	7.37
got:AXE85_03695	34.52
lil:LB_106	627.97
sbn:Sbal195_2227	31.11
lil:LB_108	340.99
lil:LB_111	43.37
shd:SUTH_02109	110.12
lil:LB_114	14.41
lis:LIL_20102	4.96
tav:G4V39_09295	165.61
lil:LB_121	88.28
lil:LB_123	30.71
cmr:Cycma_3864	14.14
gxl:H845_1457	13.65
lie:LIF_B121	5.48
lil:LB_150	9.52
lil:LB_151	46.21
lic:LIC_20122	6.61
fnf:BSQ88_02390	26.33
lic:LIC_20124	36.36
lil:LB_155	23.93
lic:LIC_20126	28.97
lil:LB_157	67.95
lic:LIC_20128	46.89
lil:LB_159	32.72
lic:LIC_20130	72.16
lic:LIC_20131	49.42
lic:LIC_20132	98.68
fse:DI487_07280	54.19
lbj:LBJ_4177	62.31
mib:UY43_C0001G0711	158.32
lil:LB_176	75.27
psf:PSE_3210	31.0
hty:BN2458_PEG0800	9.97
een:BBD30_05545	8.15
lil:LB_215	9.98
dori:FH5T_13955	19.29
tmc:LMI_0371	29.03
tkm:TK90_0100	34.82
rgn:RGna_12855	34.72
tfr:BR63_10070	21.14
lic:LIC_20199	56.07
bex:A11Q_1665	23.9
lic:LIC_20208	97.12
lic:LIC_20209	124.42
paeu:BN889_03330	43.94
ant:Arnit_0892	15.08
thap:FNC98_11570	34.82
ock:EXM22_00360	25.07
lic:LIC_20226	101.66
lil:LB_293	102.19
let:O77CONTIG1_04657	9.97
lic:LIC_20230	13.13
dto:TOL2_C19140	154.49
lil:LB_312a	161.36
lic:LIC_20241	68.26
cpo:COPRO5265_1143	15.52
lic:LIC_20249	866.95
tjr:TherJR_1765	156.56
